,Tel,Price,Metrdist,N,lon,Bal,Kitsp,lat,Brick,Totsp,Walk,Dist,Livesp,Rooms,District,New,Nfloors,Floor
3333,0.0,9500000,7,3333,37.775918,1.0,–,55.702394,0.0,57,0.0,1.2789578489114066,30,2,0,0.0,18,14
3334,1.0,8800000,5,3334,37.681389,1.0,8,55.701283,1.0,50,1.0,1.2789578489114066,30,2,0,0.0,13,8
3335,1.0,5500000,9,3335,37.750424,,8,55.705163,,39,1.0,1.2789578489114066,19,1,0,0.0,17,1
3336,1.0,3373500,5,3336,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3337,1.0,3401857,4,3337,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3338,1.0,3431174,4,3338,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3339,1.0,3456792,4,3339,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3340,1.0,3596085,4,3340,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3341,1.0,3599999,,3341,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3342,1.0,3607305,4,3342,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3343,1.0,3615861,20,3343,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3344,1.0,3624915,4,3344,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3345,1.0,3647000,,3345,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3346,1.0,3691155,4,3346,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3347,1.0,3698800,,3347,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3348,1.0,3708800,,3348,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3349,1.0,3771963,20,3349,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3350,1.0,3814200,,3350,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3351,1.0,3891808,20,3351,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3352,1.0,3896080,,3352,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3353,1.0,3910992,4,3353,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3354,1.0,3927300,,3354,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3355,1.0,3937000,20,3355,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3356,1.0,3937000,20,3356,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3357,1.0,3950000,10,3357,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3358,,3950000,15,3358,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3359,1.0,3951900,,3359,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3360,0.0,3975000,20,3360,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3361,1.0,5150000,15,3361,37.793184,1.0,10,55.707177,0.0,35,1.0,1.2789578489114066,20,1,0,,12,6
3362,1.0,7200000,11,3362,37.73376,1.0,9,55.652151,0.0,40,1.0,1.2789578489114066,21,1,0,0.0,14,14
3363,0.0,7290000,11,3363,37.717941,1.0,7,55.745498,0.0,44,1.0,1.2789578489114066,"29,6",2,0,0.0,6,6
3364,1.0,3373500,5,3364,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3365,1.0,3401857,4,3365,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3366,1.0,3431174,4,3366,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3367,1.0,3456792,4,3367,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3368,1.0,3596085,4,3368,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3369,1.0,3599999,,3369,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3370,1.0,3607305,4,3370,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3371,1.0,3615861,20,3371,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3372,1.0,3624915,4,3372,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3373,1.0,3647000,,3373,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3374,1.0,3691155,4,3374,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3375,1.0,3698800,,3375,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3376,1.0,3708800,,3376,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3377,1.0,3771963,20,3377,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3378,1.0,3814200,,3378,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3379,1.0,3891808,20,3379,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3380,1.0,3896080,,3380,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3381,1.0,3910992,4,3381,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3382,1.0,3927300,,3382,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3383,1.0,3937000,20,3383,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3384,1.0,3937000,20,3384,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3385,1.0,3950000,10,3385,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3386,,3950000,15,3386,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3387,1.0,3951900,,3387,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3388,0.0,3975000,20,3388,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3389,1.0,9900000,5,3389,37.685611,1.0,10,55.702196,0.0,55,1.0,1.2789578489114066,32,2,0,0.0,17,2
3390,1.0,5405810,4,3390,37.704316,1.0,–,55.648167,1.0,"39,1",0.0,1.2789578489114066,–,2,0,,32,24
3391,1.0,6450000,5,3391,37.825856,,6,55.698589,0.0,"44,2",0.0,1.2789578489114066,"27,9",2,0,0.0,9,7
3392,1.0,3373500,5,3392,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3393,1.0,3401857,4,3393,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3394,1.0,3431174,4,3394,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3395,1.0,3456792,4,3395,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3396,1.0,3596085,4,3396,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3397,1.0,3599999,,3397,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3398,1.0,3607305,4,3398,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3399,1.0,3615861,20,3399,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3400,1.0,3624915,4,3400,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3401,1.0,3647000,,3401,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3402,1.0,3691155,4,3402,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3403,1.0,3698800,,3403,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3404,1.0,3708800,,3404,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3405,1.0,3771963,20,3405,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3406,1.0,3814200,,3406,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3407,1.0,3891808,20,3407,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3408,1.0,3896080,,3408,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3409,1.0,3910992,4,3409,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3410,1.0,3927300,,3410,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3411,1.0,3937000,20,3411,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3412,1.0,3937000,20,3412,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3413,1.0,3950000,10,3413,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3414,,3950000,15,3414,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3415,1.0,3951900,,3415,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3416,0.0,3975000,20,3416,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3417,0.0,4950000,,3417,37.91778,1.0,10,55.706974,0.0,40,,1.2789578489114066,20,1,0,0.0,22,19
3418,1.0,5700000,12,3418,37.763198,,"7,7",55.698244,0.0,38,1.0,1.2789578489114066,"22,4",2,0,0.0,9,2
3419,1.0,6004723,10,3419,37.73874,1.0,"7,3",55.729127,1.0,"33,3",0.0,1.2789578489114066,"16,9",1,0,,9,3
3420,1.0,3373500,5,3420,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3421,1.0,3401857,4,3421,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3422,1.0,3431174,4,3422,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3423,1.0,3456792,4,3423,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3424,1.0,3596085,4,3424,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3425,1.0,3599999,,3425,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3426,1.0,3607305,4,3426,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3427,1.0,3615861,20,3427,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3428,1.0,3624915,4,3428,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3429,1.0,3647000,,3429,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3430,1.0,3691155,4,3430,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3431,1.0,3698800,,3431,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3432,1.0,3708800,,3432,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3433,1.0,3771963,20,3433,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3434,1.0,3814200,,3434,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3435,1.0,3891808,20,3435,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3436,1.0,3896080,,3436,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3437,1.0,3910992,4,3437,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3438,1.0,3927300,,3438,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3439,1.0,3937000,20,3439,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3440,1.0,3937000,20,3440,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3441,1.0,3950000,10,3441,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3442,,3950000,15,3442,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3443,1.0,3951900,,3443,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3444,0.0,3975000,20,3444,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3445,1.0,5400000,9,3445,37.751107,,8,55.704367,0.0,38,1.0,1.2789578489114066,"19,1",1,0,0.0,17,1
3446,1.0,11400000,15,3446,37.79004,1.0,"10,1",55.697194,0.0,"58,7",1.0,1.2789578489114066,32,2,0,0.0,14,4
3447,1.0,6160000,8,3447,37.765893,1.0,"9,7",55.729174,0.0,"34,7",0.0,1.2789578489114066,"19,9",1,0,0.0,12,10
3448,1.0,3373500,5,3448,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3449,1.0,3401857,4,3449,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3450,1.0,3431174,4,3450,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3451,1.0,3456792,4,3451,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3452,1.0,3596085,4,3452,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3453,1.0,3599999,,3453,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3454,1.0,3607305,4,3454,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3455,1.0,3615861,20,3455,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3456,1.0,3624915,4,3456,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3457,1.0,3647000,,3457,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3458,1.0,3691155,4,3458,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3459,1.0,3698800,,3459,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3460,1.0,3708800,,3460,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3461,1.0,3771963,20,3461,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3462,1.0,3814200,,3462,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3463,1.0,3891808,20,3463,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3464,1.0,3896080,,3464,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3465,1.0,3910992,4,3465,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3466,1.0,3927300,,3466,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3467,1.0,3937000,20,3467,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3468,1.0,3937000,20,3468,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3469,1.0,3950000,10,3469,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3470,,3950000,15,3470,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3471,1.0,3951900,,3471,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3472,0.0,3975000,20,3472,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3473,1.0,5900000,12,3473,37.93937,1.0,14,55.700966,0.0,65,0.0,1.2789578489114066,34,2,0,,17,6
3474,1.0,5363450,,3474,37.937732,1.0,9,55.70145,0.0,"55,9",,1.2789578489114066,35,2,0,,17,4
3475,1.0,5300000,10,3475,37.809345,1.0,"6,5",55.7063,,46,0.0,1.2789578489114066,30,2,0,0.0,5,3
3476,1.0,3373500,5,3476,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3477,1.0,3401857,4,3477,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3478,1.0,3431174,4,3478,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3479,1.0,3456792,4,3479,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3480,1.0,3596085,4,3480,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3481,1.0,3599999,,3481,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3482,1.0,3607305,4,3482,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3483,1.0,3615861,20,3483,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3484,1.0,3624915,4,3484,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3485,1.0,3647000,,3485,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3486,1.0,3691155,4,3486,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3487,1.0,3698800,,3487,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3488,1.0,3708800,,3488,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3489,1.0,3771963,20,3489,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3490,1.0,3814200,,3490,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3491,1.0,3891808,20,3491,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3492,1.0,3896080,,3492,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3493,1.0,3910992,4,3493,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3494,1.0,3927300,,3494,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3495,1.0,3937000,20,3495,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3496,1.0,3937000,20,3496,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3497,1.0,3950000,10,3497,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3498,,3950000,15,3498,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3499,1.0,3951900,,3499,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3500,0.0,3975000,20,3500,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3501,0.0,5180000,15,3501,37.71512,1.0,"9,3",55.650866,0.0,"59,4",1.0,1.2789578489114066,43,2,0,0.0,12,6
3502,1.0,5405810,20,3502,37.704716,0.0,"5,3",55.645719,1.0,"39,1",1.0,1.2789578489114066,"27,6",2,0,,25,25
3503,1.0,9900000,5,3503,37.685611,1.0,10,55.702196,0.0,55,1.0,1.2789578489114066,32,2,0,0.0,17,2
3504,1.0,3373500,5,3504,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3505,1.0,3401857,4,3505,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3506,1.0,3431174,4,3506,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3507,1.0,3456792,4,3507,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3508,1.0,3596085,4,3508,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3509,1.0,3599999,,3509,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3510,1.0,3607305,4,3510,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3511,1.0,3615861,20,3511,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3512,1.0,3624915,4,3512,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3513,1.0,3647000,,3513,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
3514,1.0,3691155,4,3514,37.774751,1.0,–,55.670397,1.0,"24,7",0.0,1.2789578489114066,"17,7",1,0,,17,9
3515,1.0,3698800,,3515,37.926629,1.0,–,55.683153,1.0,"39,8",,1.2789578489114066,26,1,0,0.0,22,14
3516,1.0,3708800,,3516,37.925809,1.0,7,55.7003,1.0,"32,6",,1.2789578489114066,"15,8",1,0,,25,13
3517,1.0,3771963,20,3517,37.704716,0.0,–,55.645719,1.0,"26,8",1.0,1.2789578489114066,"18,5",1,0,,32,21
3518,1.0,3814200,,3518,37.937247,1.0,7,55.701572,0.0,"32,6",,1.2789578489114066,"15,6",1,0,0.0,17,9
3519,1.0,3891808,20,3519,37.704716,0.0,–,55.645719,1.0,"28,1",1.0,1.2789578489114066,"20,2",1,0,,32,11
3520,1.0,3896080,,3520,37.704316,,6,55.648167,1.0,"30,9",,1.2789578489114066,"15,6",1,0,,32,25
3521,1.0,3910992,4,3521,37.774751,1.0,–,55.670397,1.0,"28,3",0.0,1.2789578489114066,"16,8",1,0,,17,4
3522,1.0,3927300,,3522,37.936196,1.0,"7,1",55.701841,0.0,32,,1.2789578489114066,"15,6",1,0,0.0,17,10
3523,1.0,3937000,20,3523,37.936139,1.0,7,55.701837,0.0,"32,6",0.0,1.2789578489114066,"15,6",1,0,,17,16
3524,1.0,3937000,20,3524,37.937247,1.0,"7,9",55.701572,0.0,"32,6",0.0,1.2789578489114066,"15,8",1,0,,17,10
3525,1.0,3950000,10,3525,37.940517,1.0,1,55.705737,1.0,37,0.0,1.2789578489114066,18,1,0,,17,6
3526,,3950000,15,3526,37.933842,0.0,8,55.703342,0.0,"36,9",0.0,1.2789578489114066,17,1,0,,17,3
3527,1.0,3951900,,3527,37.937965,1.0,"7,4",55.703309,0.0,"36,7",,1.2789578489114066,"16,2",1,0,,17,5
3528,0.0,3975000,20,3528,37.936196,1.0,"7,1",55.701841,0.0,"31,8",0.0,1.2789578489114066,"15,6",1,0,0.0,17,10
3529,,8350000,3,3529,37.794837,1.0,8,55.717401,1.0,64,1.0,1.2789578489114066,37,2,0,0.0,5,5
3530,,4550000,10,3530,37.93386,1.0,"7,5",55.705255,,38,0.0,1.2789578489114066,18,1,0,0.0,17,6
3531,1.0,5640504,4,3531,37.774751,1.0,"20,9",55.670397,1.0,"47,7",0.0,1.2789578489114066,"14,9",2,0,,17,2
3532,1.0,3373500,5,3532,37.685072,0.0,–,55.751913,1.0,"17,3",1.0,1.2789578489114066,–,1,0,,10,6
3533,1.0,3401857,4,3533,37.774751,1.0,–,55.670397,1.0,"23,0",0.0,1.2789578489114066,"13,2",1,0,,17,7
3534,1.0,3431174,4,3534,37.774751,1.0,–,55.670397,1.0,"23,1",0.0,1.2789578489114066,"13,2",1,0,,17,14
3535,1.0,3456792,4,3535,37.774751,1.0,–,55.670397,1.0,"23,4",0.0,1.2789578489114066,"13,1",1,0,,17,10
3536,1.0,3596085,4,3536,37.774751,1.0,–,55.670397,1.0,"25,5",0.0,1.2789578489114066,"14,1",1,0,,17,5
3537,1.0,3599999,,3537,37.938388,1.0,7,55.701993,0.0,"32,5",,1.2789578489114066,"15,6",1,0,0.0,7,7
3538,1.0,3607305,4,3538,37.774751,1.0,–,55.670397,1.0,"25,4",0.0,1.2789578489114066,14,1,0,,17,7
3539,1.0,3615861,20,3539,37.937247,1.0,7,55.701572,0.0,"32,6",1.0,1.2789578489114066,"15,6",1,0,,17,11
3540,1.0,3624915,4,3540,37.774751,1.0,–,55.670397,1.0,"24,2",0.0,1.2789578489114066,"17,2",1,0,,17,11
3541,1.0,3647000,,3541,37.706245,1.0,–,55.646147,,"26,8",,1.2789578489114066,18,1,0,,22,10
