,Tel,Price,Metrdist,N,lon,Bal,Kitsp,lat,Brick,Totsp,Walk,Dist,Livesp,Rooms,District,New,Nfloors,Floor
1,1.0,69757710,1,1,37.537083,,15,55.749511,,115,1.0,1.2789578489114066,80,2,0,,62,51
2,1.0,103599000,7,2,37.622156,,–,55.734238,,"115,1",1.0,1.2789578489114066,–,3,0,,4,3
3,0.0,50000000,5,3,37.572351,1.0,"21,7",55.729665,1.0,75,1.0,1.2789578489114066,"28,3",2,0,0.0,13,6
4,,4585315,6,4,37.671938,0.0,–,55.775753,,"17,3",1.0,1.2789578489114066,"17,3",1,0,,,2
5,,4814581,6,5,37.671938,,–,55.775753,1.0,"17,3",1.0,1.2789578489114066,10,1,0,,5,2
6,0.0,4814581,5,6,37.672163,0.0,–,55.776294,1.0,"17,3",1.0,1.2789578489114066,"17,3",1,0,0.0,6,2
7,,5225953,6,7,37.671938,0.0,–,55.775753,,"18,1",1.0,1.2789578489114066,"18,1",1,0,,,4
8,1.0,5300000,4,8,37.673214,,7,55.730101,,32,1.0,1.2789578489114066,20,1,0,0.0,9,1
9,,5377566,6,9,37.671938,,–,55.775753,1.0,"18,3",1.0,1.2789578489114066,10,1,0,,5,5
10,0.0,5496232,5,10,37.672163,0.0,–,55.776294,1.0,"23,7",1.0,1.2789578489114066,"23,7",1,0,0.0,6,2
11,1.0,5550000,10,11,37.689042,1.0,"9,6",55.775793,,"37,4",1.0,1.2789578489114066,20,1,0,0.0,1,1
12,1.0,5900000,,12,37.522477,1.0,6,55.756356,1.0,30,,1.2789578489114066,16,1,0,0.0,5,3
13,,6000000,13,13,37.522998,,10,55.753387,,35,1.0,1.2789578489114066,20,1,0,0.0,12,1
14,1.0,6000000,10,14,37.677301,1.0,"9,6",55.737988,0.0,"35,1",0.0,1.2789578489114066,"20,1",1,0,0.0,12,12
15,1.0,6100000,12,15,37.558796,1.0,8,55.770613,1.0,34,1.0,1.2789578489114066,21,1,0,0.0,5,2
16,1.0,6100000,10,16,37.677301,1.0,10,55.737988,0.0,36,1.0,1.2789578489114066,20,1,0,0.0,12,12
17,,6258687,6,17,37.671938,,–,55.775753,1.0,"25,5",1.0,1.2789578489114066,15,1,0,,4,4
18,,6258687,6,18,37.671938,0.0,–,55.775753,,"25,5",1.0,1.2789578489114066,"25,5",1,0,,,4
19,1.0,6325576,5,19,37.671938,0.0,"29,5",55.775753,1.0,"29,5",1.0,1.2789578489114066,–,1,0,,4,3
20,,6325576,6,20,37.671938,,–,55.775753,1.0,30,1.0,1.2789578489114066,17,1,0,,4,3
21,0.0,6325576,5,21,37.67228,0.0,–,55.775824,1.0,"29,5",1.0,1.2789578489114066,"29,5",1,0,0.0,6,3
22,,6355668,6,22,37.671938,0.0,–,55.775753,,"22,3",1.0,1.2789578489114066,"22,3",1,0,,,3
23,1.0,6400000,10,23,37.518928,1.0,10,55.758564,0.0,34,1.0,1.2789578489114066,18,1,0,,12,2
24,,6437035,6,24,37.671938,,–,55.775753,1.0,"33,5",1.0,1.2789578489114066,18,1,0,,4,3
25,,6449418,6,25,37.671938,,–,55.775753,1.0,"28,5",1.0,1.2789578489114066,16,1,0,,4,4
26,1.0,6500000,10,26,37.556424,1.0,"5,6",55.77114,1.0,"30,7",1.0,1.2789578489114066,"18,6",1,0,0.0,5,5
27,1.0,6500000,11,27,37.521947,,6,55.751361,1.0,"36,8",1.0,1.2789578489114066,"20,5",1,0,0.0,5,2
28,1.0,6600000,5,28,37.676753,1.0,"5,6",55.73003,1.0,"33,1",0.0,1.2789578489114066,"20,2",1,0,0.0,9,5
29,,37500000,4,29,37.586095,,10,55.776183,,64,1.0,1.2789578489114066,40,2,0,0.0,11,3
30,1.0,233352223,15,30,37.599678,,–,55.736458,,"237,4",1.0,1.2789578489114066,–,4,0,0.0,8,2
31,1.0,6250000,20,31,37.42513,1.0,14,55.655616,1.0,51,1.0,1.2789578489114066,26,1,0,,17,5
32,1.0,6600000,5,32,37.676753,1.0,6,55.73003,1.0,"33,1",0.0,1.2789578489114066,18,2,0,0.0,9,5
33,0.0,6790000,10,33,37.691638,0.0,"5,4",55.77472,1.0,27,1.0,1.2789578489114066,17,1,0,0.0,5,4
34,0.0,6800000,15,34,37.542419,1.0,7,55.759537,1.0,31,1.0,1.2789578489114066,19,1,0,0.0,5,4
35,1.0,6850000,9,35,37.676385,1.0,8,55.734962,0.0,32,1.0,1.2789578489114066,17,1,0,,12,9
36,,6889007,6,36,37.671938,0.0,–,55.775753,,"26,1",1.0,1.2789578489114066,"26,1",1,0,,,1
37,,6900000,5,37,37.642132,1.0,9,55.774305,0.0,34,1.0,1.2789578489114066,19,1,0,0.0,16,3
38,,6934500,5,38,37.642132,1.0,–,55.774305,0.0,34,1.0,1.2789578489114066,–,1,0,0.0,16,8
39,0.0,7000000,10,39,37.683257,,"5,5",55.735302,1.0,35,1.0,1.2789578489114066,22,2,0,0.0,9,2
40,,7021000,,40,37.685364,,–,55.745617,1.0,"41,2",,1.2789578489114066,"27,8",2,0,,19,5
41,,7079400,5,41,37.642132,1.0,9,55.774305,0.0,34,1.0,1.2789578489114066,19,1,0,0.0,16,8
42,,7189943,6,42,37.671938,0.0,–,55.775753,,"30,5",1.0,1.2789578489114066,"30,5",1,0,,,4
43,0.0,7200000,4,43,37.678784,0.0,6,55.774011,1.0,31,1.0,1.2789578489114066,18,1,0,0.0,9,2
44,1.0,7200000,15,44,37.538431,1.0,6,55.75937,0.0,45,1.0,1.2789578489114066,30,2,0,0.0,5,5
45,,7200000,10,45,37.689096,1.0,9,55.773732,,35,1.0,1.2789578489114066,20,1,0,0.0,12,10
46,1.0,7200000,12,46,37.691638,,–,55.77472,0.0,27,1.0,1.2789578489114066,25,1,0,,5,4
47,1.0,7200000,15,47,37.682062,1.0,6,55.733472,1.0,32,1.0,1.2789578489114066,19,1,0,0.0,9,3
48,0.0,7220153,5,48,37.67228,0.0,–,55.775824,1.0,"33,6",1.0,1.2789578489114066,"33,6",1,0,0.0,6,3
49,1.0,7240000,11,49,37.564721,1.0,10,55.771218,1.0,"41,8",1.0,1.2789578489114066,"27,4",1,0,,44,29
50,0.0,7290000,15,50,37.537443,1.0,"6,5",55.759993,0.0,47,1.0,1.2789578489114066,29,2,0,0.0,5,2
51,1.0,7300000,10,51,37.683257,0.0,6,55.735302,1.0,38,1.0,1.2789578489114066,24,2,0,0.0,9,2
52,0.0,7300000,5,52,37.668615,1.0,6,55.755353,,32,0.0,1.2789578489114066,"19,5",1,0,0.0,5,4
53,,7334891,6,53,37.671938,0.0,–,55.775753,,"32,5",1.0,1.2789578489114066,"32,5",1,0,,,3
54,,7356800,,54,37.685364,,–,55.745617,1.0,"41,3",,1.2789578489114066,"27,8",2,0,,19,4
55,,7356800,,55,37.685364,,–,55.745617,1.0,42,,1.2789578489114066,"23,4",2,0,,19,5
56,,7411462,6,56,37.671938,0.0,–,55.775753,,"27,6",1.0,1.2789578489114066,"27,6",1,0,,,2
57,1.0,45904950,3,57,37.591557,,"6,8",55.770973,1.0,"76,7",1.0,1.2789578489114066,"47,6",2,0,,12,6
58,1.0,42432000,5,58,37.534397,,–,55.750028,1.0,88,1.0,1.2789578489114066,–,1,0,0.0,85,11
59,0.0,45900000,10,59,37.680733,0.0,"22,3",55.76057,1.0,102,1.0,1.2789578489114066,50,4,0,0.0,23,8
60,0.0,7500000,10,60,37.689096,1.0,"8,5",55.773732,,"35,2",1.0,1.2789578489114066,17,1,0,0.0,12,9
61,,7534606,6,61,37.671938,0.0,–,55.775753,,"34,1",1.0,1.2789578489114066,"34,1",1,0,,,2
62,,7584028,6,62,37.671938,0.0,–,55.775753,,33,1.0,1.2789578489114066,33,1,0,,,4
63,1.0,7600000,10,63,37.536949,1.0,6,55.758392,1.0,38,1.0,1.2789578489114066,24,2,0,0.0,9,7
64,1.0,7650000,10,64,37.544054,1.0,6,55.762571,,43,1.0,1.2789578489114066,36,2,0,0.0,5,2
65,1.0,7650000,15,65,37.544054,1.0,6,55.762571,,43,1.0,1.2789578489114066,36,2,0,0.0,5,2
66,1.0,7650000,13,66,37.656505,1.0,5,55.785685,1.0,36,1.0,1.2789578489114066,21,2,0,0.0,9,8
67,1.0,7757670,5,67,37.671938,0.0,"47,1",55.775753,1.0,"47,1",1.0,1.2789578489114066,–,2,0,,4,2
68,,7764334,6,68,37.671938,,–,55.775753,1.0,"32,2",1.0,1.2789578489114066,18,1,0,,4,4
69,1.0,7800000,8,69,37.673484,1.0,"6,5",55.732651,1.0,45,1.0,1.2789578489114066,30,2,0,0.0,5,5
70,1.0,7800000,4,70,37.56344,1.0,6,55.761882,0.0,32,1.0,1.2789578489114066,21,1,0,0.0,5,3
71,0.0,7800000,10,71,37.523411,1.0,6,55.752931,1.0,44,1.0,1.2789578489114066,31,2,0,0.0,5,4
72,1.0,7800000,5,72,37.684874,1.0,10,55.743188,,35,1.0,1.2789578489114066,20,1,0,0.0,12,8
73,1.0,7800000,13,73,37.548564,1.0,6,55.764384,1.0,31,1.0,1.2789578489114066,20,1,0,0.0,9,7
74,,7804265,6,74,37.671938,0.0,–,55.775753,,"35,6",1.0,1.2789578489114066,"35,6",1,0,,,4
75,,7838741,6,75,37.671938,0.0,–,55.775753,,"34,9",1.0,1.2789578489114066,"34,9",1,0,,,3
76,1.0,7850000,4,76,37.636976,,4,55.770294,1.0,24,1.0,1.2789578489114066,15,1,0,0.0,5,3
77,1.0,7850000,7,77,37.546857,1.0,"5,6",55.754335,1.0,"43,4",1.0,1.2789578489114066,"29,2",2,0,0.0,5,5
78,0.0,7863878,5,78,37.672163,0.0,–,55.776294,1.0,29,1.0,1.2789578489114066,29,1,0,0.0,6,2
79,,7989174,9,79,37.671938,,–,55.775753,1.0,28,1.0,1.2789578489114066,–,1,0,,6,2
80,1.0,8000000,15,80,37.683221,1.0,9,55.734141,1.0,37,1.0,1.2789578489114066,20,1,0,0.0,14,2
81,0.0,8000000,7,81,37.632448,0.0,9,55.724834,1.0,57,1.0,1.2789578489114066,31,2,0,0.0,5,1
82,1.0,8000000,13,82,37.685512,1.0,"8,2",55.779028,1.0,"38,5",1.0,1.2789578489114066,17,1,0,0.0,14,5
83,,8076150,5,83,37.564721,,–,55.771218,1.0,"41,1",1.0,1.2789578489114066,–,1,0,,39,3
84,,8081363,6,84,37.671938,,–,55.775753,1.0,"55,2",1.0,1.2789578489114066,30,2,0,,5,2
85,,8628726,9,85,37.671938,,–,55.775753,1.0,50,1.0,1.2789578489114066,–,2,0,,6,3
86,1.0,42632000,5,86,37.672971,,–,55.774958,1.0,146,1.0,1.2789578489114066,–,4,0,0.0,9,3
87,1.0,23500000,7,87,37.666513,,14,55.771661,0.0,"94,1",1.0,1.2789578489114066,70,3,0,,3,3
88,,8081363,6,88,37.671938,,–,55.775753,1.0,"55,2",1.0,1.2789578489114066,25,1,0,,5,2
89,0.0,8150000,5,89,37.638835,1.0,6,55.733655,0.0,56,1.0,1.2789578489114066,40,3,0,0.0,5,3
90,,8157500,7,90,37.564721,,–,55.771218,1.0,43,1.0,1.2789578489114066,20,1,0,,44,3
91,1.0,8200000,7,91,37.674885,1.0,"5,6",55.730831,0.0,"44,6",1.0,1.2789578489114066,"32,3",2,0,0.0,9,7
92,1.0,8200000,15,92,37.541404,1.0,"8,5",55.761381,1.0,40,0.0,1.2789578489114066,20,1,0,0.0,5,2
93,,8230204,6,93,37.671938,0.0,–,55.775753,,"30,6",1.0,1.2789578489114066,"30,6",1,0,,,5
94,,8230204,9,94,37.671938,,–,55.775753,1.0,"30,6",1.0,1.2789578489114066,–,1,0,,6,5
95,1.0,8300000,9,95,37.655347,,7,55.771312,0.0,"40,5",1.0,1.2789578489114066,27,2,0,0.0,6,3
96,0.0,8323802,5,96,37.67228,0.0,–,55.775824,1.0,"55,2",1.0,1.2789578489114066,"55,2",2,0,0.0,6,2
97,,8375472,6,97,37.671938,0.0,–,55.775753,,"37,9",1.0,1.2789578489114066,"37,9",1,0,,,2
98,1.0,8400000,7,98,37.570312,,6,55.762505,1.0,31,1.0,1.2789578489114066,19,1,0,0.0,5,5
99,1.0,8400000,6,99,37.668435,1.0,"5,1",55.771418,1.0,32,1.0,1.2789578489114066,19,1,0,0.0,9,9
100,0.0,8437054,5,100,37.67228,0.0,–,55.775824,1.0,"39,8",1.0,1.2789578489114066,"39,8",1,0,0.0,6,2
101,1.0,8500000,10,101,37.59153,1.0,9,55.78486,0.0,35,1.0,1.2789578489114066,18,1,0,0.0,16,6
102,1.0,8500000,3,102,37.562676,1.0,"5,1",55.761872,0.0,"31,6",1.0,1.2789578489114066,"21,3",1,0,0.0,9,5
103,1.0,8500000,5,103,37.668156,,"11,5",55.734805,0.0,37,1.0,1.2789578489114066,"18,5",1,0,0.0,17,6
104,0.0,8500000,7,104,37.567159,0.0,5,55.755282,1.0,42,1.0,1.2789578489114066,"26,6",2,0,0.0,9,1
105,,8501908,6,105,37.671938,0.0,–,55.775753,,"34,4",1.0,1.2789578489114066,"34,4",1,0,,,2
106,,8513060,6,106,37.671938,0.0,–,55.775753,,37,1.0,1.2789578489114066,37,1,0,,,4
107,,8611226,6,107,37.671938,0.0,–,55.775753,,"36,8",1.0,1.2789578489114066,"36,8",1,0,,,4
108,,8628726,6,108,37.671938,0.0,–,55.775753,,50,1.0,1.2789578489114066,50,1,0,,,3
109,,8650000,2,109,37.668237,,9,55.780046,1.0,"38,8",1.0,1.2789578489114066,"23,1",1,0,0.0,14,13
110,,8672814,6,110,37.671938,0.0,–,55.775753,,"38,4",1.0,1.2789578489114066,"38,4",1,0,,,3
111,1.0,8700000,10,111,37.68897,1.0,8,55.742103,0.0,39,1.0,1.2789578489114066,19,1,0,0.0,17,12
112,1.0,8700000,6,112,37.629547,1.0,6,55.791344,1.0,44,0.0,1.2789578489114066,29,2,0,0.0,9,4
113,1.0,388106532,14,113,37.592608,,–,55.758225,,170,1.0,1.2789578489114066,–,3,0,0.0,7,2
114,1.0,73000000,5,114,37.575603,1.0,"13,9",55.726031,1.0,"104,7",1.0,1.2789578489114066,"50,2",3,0,0.0,13,4
115,0.0,43705000,7,115,37.618569,,16,55.722142,1.0,"108,8",1.0,1.2789578489114066,"68,5",3,0,0.0,11,5
116,0.0,8700000,10,116,37.687659,1.0,9,55.743041,1.0,38,1.0,1.2789578489114066,20,1,0,0.0,17,6
117,1.0,8800000,9,117,37.587021,1.0,6,55.76762,0.0,30,1.0,1.2789578489114066,18,1,0,0.0,5,3
118,,8839861,6,118,37.671938,0.0,–,55.775753,,"52,7",1.0,1.2789578489114066,"52,7",1,0,,,2
119,,8851913,6,119,37.671938,0.0,–,55.775753,,"40,3",1.0,1.2789578489114066,"40,3",1,0,,,2
120,1.0,8900000,3,120,37.682592,,10,55.771616,1.0,39,1.0,1.2789578489114066,23,1,0,0.0,3,1
121,1.0,8900000,14,121,37.68765,1.0,11,55.740015,1.0,43,1.0,1.2789578489114066,22,1,0,0.0,25,21
122,1.0,8900000,9,122,37.67431,1.0,7,55.728591,0.0,"47,5",1.0,1.2789578489114066,31,2,0,0.0,12,1
123,,8903736,6,123,37.671938,0.0,–,55.775753,,"43,7",1.0,1.2789578489114066,"43,7",1,0,,,3
124,,8949981,6,124,37.671938,0.0,–,55.775753,,"38,9",1.0,1.2789578489114066,"38,9",1,0,,,4
125,1.0,9000000,7,125,37.678514,,10,55.768061,0.0,40,1.0,1.2789578489114066,20,1,0,,12,1
126,1.0,9000000,9,126,37.572369,,"10,1",55.771925,1.0,"36,7",1.0,1.2789578489114066,16,1,0,0.0,16,1
127,1.0,9000000,5,127,37.572369,,"10,1",55.771925,1.0,"36,7",1.0,1.2789578489114066,16,1,0,0.0,16,1
128,1.0,9000000,7,128,37.639671,1.0,"7,2",55.787801,0.0,48,1.0,1.2789578489114066,31,2,0,0.0,12,7
129,1.0,9000000,3,129,37.655347,,9,55.771312,0.0,54,1.0,1.2789578489114066,34,2,0,0.0,6,4
130,1.0,9000000,11,130,37.657493,1.0,5,55.765088,,31,1.0,1.2789578489114066,18,1,0,0.0,9,3
131,0.0,9000000,5,131,37.654448,1.0,9,55.733624,1.0,40,1.0,1.2789578489114066,21,1,0,0.0,13,5
132,1.0,9000000,8,132,37.635979,,7,55.788054,0.0,52,1.0,1.2789578489114066,40,2,0,0.0,8,1
133,1.0,9000000,4,133,37.657305,,7,55.753889,,33,1.0,1.2789578489114066,17,1,0,0.0,12,4
134,,9027459,6,134,37.671938,0.0,–,55.775753,,"41,1",1.0,1.2789578489114066,"41,1",1,0,,,1
135,1.0,9100000,9,135,37.634892,1.0,10,55.725995,0.0,38,1.0,1.2789578489114066,"19,1",1,0,0.0,16,12
136,0.0,9117548,5,136,37.67228,0.0,–,55.775824,1.0,"53,3",1.0,1.2789578489114066,"53,3",2,0,0.0,6,3
137,,9145500,5,137,37.564721,,–,55.771218,1.0,"45,5",1.0,1.2789578489114066,–,1,0,,39,4
138,,9173126,6,138,37.671938,0.0,–,55.775753,,"42,6",1.0,1.2789578489114066,"42,6",1,0,,,1
139,1.0,9200000,6,139,37.627966,,6,55.779423,1.0,44,1.0,1.2789578489114066,29,2,0,0.0,5,1
140,1.0,9200000,11,140,37.683877,1.0,8,55.74108,0.0,38,1.0,1.2789578489114066,19,1,0,0.0,17,9
141,1.0,12100000,13,141,37.581954,1.0,"9,1",55.768502,1.0,"36,2",1.0,1.2789578489114066,18,1,0,0.0,12,9
142,1.0,34056787,10,142,37.636138,0.0,9,55.746382,1.0,"70,5",1.0,1.2789578489114066,"37,8",1,0,,4,2
143,1.0,158540250,,143,37.589904,1.0,–,55.748376,,186,0.0,1.2789578489114066,140,5,0,0.0,8,6
144,1.0,9300000,5,144,37.678514,1.0,"7,5",55.768061,0.0,"39,5",1.0,1.2789578489114066,"22,2",2,0,0.0,12,11
145,1.0,9300000,15,145,37.54604,1.0,6,55.762439,0.0,45,1.0,1.2789578489114066,"29,3",2,0,,12,6
146,1.0,9300000,7,146,37.705634,1.0,5,55.776598,1.0,42,1.0,1.2789578489114066,27,2,0,0.0,9,8
147,,9310992,6,147,37.671938,0.0,–,55.775753,,"41,6",1.0,1.2789578489114066,"41,6",1,0,,,2
148,0.0,9356608,5,148,37.672163,0.0,–,55.776294,1.0,"42,6",1.0,1.2789578489114066,"42,6",1,0,0.0,6,2
149,1.0,9390000,2,149,37.678559,,8,55.774811,0.0,37,1.0,1.2789578489114066,22,2,0,0.0,9,1
150,,9395149,6,150,37.671938,0.0,–,55.775753,,"41,2",1.0,1.2789578489114066,"41,2",1,0,,,4
151,,9395500,5,151,37.564721,,–,55.771218,1.0,"43,7",1.0,1.2789578489114066,–,1,0,,39,8
152,1.0,9400000,9,152,37.683877,1.0,"7,5",55.74108,0.0,"38,4",1.0,1.2789578489114066,18,1,0,0.0,17,6
153,,9432900,5,153,37.564721,,–,55.771218,1.0,"44,6",1.0,1.2789578489114066,–,1,0,,39,7
154,1.0,9500000,9,154,37.653909,1.0,6,55.73478,1.0,43,1.0,1.2789578489114066,29,2,0,0.0,5,3
155,1.0,9500000,15,155,37.569926,1.0,"6,8",55.771641,1.0,45,1.0,1.2789578489114066,29,2,0,0.0,5,4
156,1.0,9500000,8,156,37.627813,1.0,"7,8",55.792124,1.0,46,1.0,1.2789578489114066,30,2,0,0.0,8,3
157,1.0,9500000,9,157,37.570564,1.0,"9,6",55.766694,0.0,"35,2",1.0,1.2789578489114066,20,1,0,0.0,12,5
158,0.0,9500000,15,158,37.521632,1.0,"7,4",55.758124,0.0,38,1.0,1.2789578489114066,19,1,0,0.0,17,13
159,0.0,9500000,4,159,37.591117,,6,55.769707,1.0,30,1.0,1.2789578489114066,18,1,0,0.0,5,1
160,,9500000,11,160,37.566584,1.0,9,55.769904,1.0,"33,9",1.0,1.2789578489114066,18,1,0,0.0,9,9
161,0.0,9500000,5,161,37.676412,0.0,10,55.746466,0.0,"38,5",1.0,1.2789578489114066,20,1,0,0.0,18,6
162,1.0,9500000,10,162,37.673519,1.0,7,55.766724,0.0,45,1.0,1.2789578489114066,27,2,0,0.0,12,10
163,1.0,9500000,15,163,37.693624,1.0,"7,9",55.737345,1.0,"36,9",1.0,1.2789578489114066,"16,8",1,0,0.0,24,3
164,1.0,9500000,6,164,37.632224,1.0,"6,9",55.787923,0.0,"34,8",1.0,1.2789578489114066,22,1,0,0.0,16,10
165,1.0,9500000,5,165,37.655347,,–,55.771312,1.0,39,1.0,1.2789578489114066,27,2,0,0.0,6,2
166,,9574472,6,166,37.671938,0.0,–,55.775753,,"36,6",1.0,1.2789578489114066,"36,6",1,0,,,5
167,,9577570,6,167,37.671938,0.0,–,55.775753,,"44,5",1.0,1.2789578489114066,"44,5",1,0,,,1
168,1.0,9700000,11,168,37.702706,1.0,7,55.772396,1.0,50,1.0,1.2789578489114066,30,2,0,0.0,14,1
169,1.0,76080000,9,169,37.554214,,"11,7",55.761538,1.0,"158,5",1.0,1.2789578489114066,"91,1",4,0,0.0,18,12
170,1.0,79500000,13,170,37.547144,,45,55.758073,1.0,150,1.0,1.2789578489114066,40,3,0,0.0,22,10
171,1.0,98294955,6,171,37.602301,1.0,–,55.769246,,121,1.0,1.2789578489114066,96,3,0,0.0,12,4
172,1.0,9700000,11,172,37.667483,1.0,6,55.741642,0.0,38,1.0,1.2789578489114066,32,2,0,0.0,17,3
173,1.0,9700000,7,173,37.601034,1.0,"7,4",55.785878,0.0,"47,4",1.0,1.2789578489114066,29,2,0,0.0,12,2
174,1.0,9700000,7,174,37.571462,,"5,5",55.76601,1.0,43,1.0,1.2789578489114066,34,2,0,0.0,5,1
175,1.0,9700000,9,175,37.570564,1.0,9,55.766694,,35,1.0,1.2789578489114066,20,1,0,0.0,12,3
176,,9746690,6,176,37.671938,0.0,–,55.775753,,42,1.0,1.2789578489114066,42,1,0,,,5
177,1.0,9750000,8,177,37.626556,1.0,10,55.776051,0.0,"37,9",1.0,1.2789578489114066,19,1,0,0.0,16,12
178,0.0,9768439,5,178,37.672163,0.0,–,55.776294,1.0,"46,2",1.0,1.2789578489114066,"46,2",2,0,0.0,6,5
179,,9769141,9,179,37.671938,,–,55.775753,1.0,"44,5",1.0,1.2789578489114066,–,1,0,,6,2
180,1.0,9800000,8,180,37.706793,1.0,"5,5",55.777742,1.0,58,1.0,1.2789578489114066,42,3,0,0.0,9,6
181,1.0,9800000,4,181,37.657305,1.0,7,55.753889,0.0,46,1.0,1.2789578489114066,35,2,0,0.0,12,10
182,,9886025,6,182,37.671938,0.0,–,55.775753,,"59,1",1.0,1.2789578489114066,"59,1",1,0,,,3
183,0.0,9886025,5,183,37.67228,0.0,–,55.775824,1.0,"59,1",1.0,1.2789578489114066,"59,1",3,0,0.0,6,3
184,1.0,9900000,7,184,37.654224,,8,55.765949,0.0,30,1.0,1.2789578489114066,15,1,0,0.0,8,7
185,1.0,9900000,15,185,37.585422,1.0,7,55.767053,1.0,"44,6",1.0,1.2789578489114066,32,2,0,0.0,9,1
186,1.0,9900000,10,186,37.562937,1.0,"5,5",55.757962,1.0,"42,6",1.0,1.2789578489114066,"28,6",2,0,0.0,5,4
187,1.0,9900000,6,187,37.595941,1.0,"6,5",55.784228,1.0,43,1.0,1.2789578489114066,"28,3",2,0,0.0,8,7
188,0.0,9900000,12,188,37.639671,1.0,8,55.787801,0.0,49,1.0,1.2789578489114066,32,2,0,0.0,12,7
189,1.0,9900000,3,189,37.633688,1.0,"9,1",55.730086,1.0,38,1.0,1.2789578489114066,"19,5",1,0,0.0,14,10
190,0.0,9930382,5,190,37.672163,0.0,–,55.776294,1.0,"46,2",1.0,1.2789578489114066,"46,2",2,0,0.0,6,1
191,1.0,9950000,10,191,37.66,,5,55.747459,1.0,40,1.0,1.2789578489114066,27,2,0,0.0,8,1
192,1.0,9950000,,192,37.536886,1.0,–,55.754988,1.0,54,,1.2789578489114066,30,3,0,0.0,5,3
193,0.0,9990000,12,193,37.584272,1.0,10,55.740472,0.0,35,1.0,1.2789578489114066,20,1,0,0.0,8,5
194,1.0,10000000,3,194,37.686437,0.0,"9,7",55.744662,0.0,"34,8",1.0,1.2789578489114066,"19,9",1,0,0.0,12,2
195,1.0,10000000,6,195,37.685251,1.0,6,55.770902,0.0,39,1.0,1.2789578489114066,24,2,0,0.0,14,14
196,1.0,10000000,4,196,37.637596,0.0,4,55.770942,1.0,33,1.0,1.2789578489114066,24,2,0,0.0,5,3
197,1.0,96390000,5,197,37.653703,,–,55.744738,,153,1.0,1.2789578489114066,–,3,0,,9,6
198,1.0,5600000,6,198,37.671938,1.0,8,55.775753,1.0,33,1.0,1.2789578489114066,21,1,0,0.0,5,3
199,1.0,36995000,3,199,37.574651,1.0,15,55.765777,1.0,90,1.0,1.2789578489114066,65,3,0,0.0,14,13
200,1.0,9999999,10,200,37.522998,1.0,10,55.753387,0.0,"35,1",1.0,1.2789578489114066,20,1,0,0.0,12,9
201,1.0,10000000,4,201,37.562236,1.0,8,55.761365,0.0,38,1.0,1.2789578489114066,23,2,0,0.0,9,8
202,1.0,10000000,5,202,37.606658,,6,55.72164,0.0,38,1.0,1.2789578489114066,23,2,0,0.0,9,2
203,1.0,10000000,12,203,37.537613,1.0,6,55.755864,0.0,40,1.0,1.2789578489114066,28,2,0,0.0,12,3
204,1.0,10000000,7,204,37.68791,,"5,4",55.773768,1.0,"54,5",0.0,1.2789578489114066,38,3,0,0.0,9,1
205,1.0,10000000,11,205,37.660683,,"6,1",55.747429,1.0,41,1.0,1.2789578489114066,"25,1",2,0,0.0,8,1
206,1.0,10000000,14,206,37.656838,1.0,9,55.786273,0.0,48,1.0,1.2789578489114066,32,2,0,0.0,14,7
207,1.0,10000000,10,207,37.656838,1.0,9,55.786273,0.0,48,1.0,1.2789578489114066,32,2,0,0.0,14,7
208,0.0,10000000,15,208,37.542653,1.0,8,55.757997,1.0,35,0.0,1.2789578489114066,19,1,0,0.0,12,3
209,1.0,10000000,3,209,37.56547,1.0,"5,1",55.764967,1.0,"41,5",1.0,1.2789578489114066,"28,2",2,0,0.0,9,9
210,0.0,10000000,9,210,37.68791,1.0,6,55.773768,,43,1.0,1.2789578489114066,28,2,0,0.0,9,5
211,,10029600,5,211,37.642132,1.0,11,55.774305,0.0,50,1.0,1.2789578489114066,28,2,0,0.0,16,8
212,1.0,10100000,11,212,37.585422,1.0,7,55.767053,1.0,"44,6",1.0,1.2789578489114066,32,2,0,0.0,9,1
213,1.0,10100000,10,213,37.585422,1.0,7,55.767053,1.0,"44,6",1.0,1.2789578489114066,32,2,0,0.0,9,1
214,1.0,10100000,,214,37.676062,,10,55.738292,,52,0.0,1.2789578489114066,31,2,0,0.0,12,7
215,1.0,10190000,5,215,37.680787,1.0,6,55.775986,1.0,58,1.0,1.2789578489114066,43,3,0,0.0,9,7
216,,10200000,7,216,37.564689,,–,55.770244,,"48,4",1.0,1.2789578489114066,"48,4",1,0,0.0,44,20
217,1.0,10290000,5,217,37.582035,,8,55.730335,1.0,"30,1",1.0,1.2789578489114066,"15,1",1,0,0.0,14,2
218,1.0,10300000,9,218,37.638045,1.0,7,55.786996,0.0,39,1.0,1.2789578489114066,26,2,0,0.0,12,4
219,1.0,10300000,11,219,37.579421,1.0,6,55.741794,,31,1.0,1.2789578489114066,19,1,0,0.0,5,3
220,,10301984,6,220,37.671938,0.0,–,55.775753,,"44,3",1.0,1.2789578489114066,"44,3",1,0,,,5
221,,10329300,5,221,37.642132,1.0,11,55.774305,0.0,49,1.0,1.2789578489114066,28,2,0,0.0,16,13
222,,10478000,,222,37.685364,,–,55.745617,1.0,"69,9",,1.2789578489114066,"53,2",3,0,,19,16
223,1.0,10490000,4,223,37.657305,1.0,7,55.753889,0.0,46,1.0,1.2789578489114066,28,2,0,0.0,12,6
